205000,155000
204500,154500
204000,154000
203500,153500
203000,153000
202500,152500
202000,152000
201500,151500
201000,151000
200500,150500
200000,150000
199500,149500
199000,149500
198500,149500
198000,149500
197500,149500
197000,149500
196500,149500
196000,149500
195500,149500
195000,149500
194500,149500
194000,149500
193500,149500
193000,149500
192500,149500
192000,149500
191500,149500
191000,149500
190500,149500
190000,149500
189500,149500
189000,149500
188500,149500
188000,149500
187500,149500
187000,149500
186500,149500
186000,149500
185500,149000
185000,148500
184500,148000
184000,147500
183500,147000
183000,146500
182500,146000
182000,145500
181500,145000
181000,145000
180500,145000
180000,145000
179500,145000
179000,145000
178500,145000
178000,145000
177500,145000
177000,145000
176500,145000
176000,145500
175500,146000
175000,146500
174500,147000
174000,147500
173500,148000
173000,148500
172500,149000
172000,149500
171500,150000
171000,150500
170500,151000
170000,151500
169500,152000
169000,152500
168500,153000
168000,153500
167500,154000
167000,154500
166500,155000
166000,155500
165500,156000
165000,156500
164500,157000
164000,157500
163500,158000
163000,158500
162500,159000
162000,159500
161500,160000
161000,160500
160500,161000
160500,161500
160500,162000
160000,162500
159500,163000
159000,163500
158500,164000
158000,164500
157500,165000
157000,165500
156500,166000
156000,166500
155500,167000
155000,167500
154500,168000
154000,168500
153500,169000
153000,169500
152500,170000
152000,170500
151500,171000
151000,171500
150500,172000
150000,172500
150000,173000
150000,173500
150000,174000
149500,174500
149000,175000
148500,175500
148000,175500
147500,175500
147000,175500
146500,175500
146000,176000
145500,176500
145000,177000
144500,177500
144000,178000
143500,178500
143000,179000
142500,179500
142000,180000
141500,180000
141000,180000
141000,180500
141000,181000
141000,181500
141000,182000
141000,182500
140500,183000
140500,183500
140500,184000
141000,184500
141500,185000
141500,185500
142000,186000
142500,186500
143000,187000
143500,187500
144000,188000
144000,188500
144000,189000
144000,189500
144000,190000
144000,190500
144000,191000
144000,191500
144000,192000
144000,192500
144500,192000
145000,191500
145000,192000
145000,192500
145000,193000
145000,193500
145000,194000
145000,194500
145000,195000
145000,195500
145000,196000
145000,196500
145000,197000
145000,197500
145000,198000
144500,198500
145000,199000
144500,199500
144500,200000
145000,200000
145500,200000
145500,200500
145500,201000
146000,201000
146500,201000
147000,201000
147500,201000
148000,201000
148000,200500
148500,200500
148000,200000
147500,199500
148000,199500
148500,199500
148000,199000
147500,198500
148000,198500
148500,198500
149000,198500
148500,198000
149000,198000
149500,198000
149000,197500
148500,197500
149000,197000
149500,197000
150000,197000
150500,197000
151000,197000
151500,197000
152000,197000
152500,197000
153000,197500
153500,198000
154000,198500
154500,199000
155000,199500
155500,200000
155500,200500
156000,201000
156500,201500
157000,202000
157500,202500
158000,202500
158500,202500
159000,202500
159500,202500
160000,202500
160500,202500
161000,202500
161500,202500
162000,202500
162500,202500
163000,202500
163500,202500
164000,203000
164500,203500
165000,204000
165500,204500
166000,204500
166500,204500
167000,204500
167500,204500
168000,204500
168500,204500
169000,204500
169500,204500
170000,204500
170500,204500
171000,204500
171500,204500
172000,204500
172500,204500
173000,204500
173500,204500
174000,204500
174500,204500
175000,204500
175500,204500
176000,204500
176500,204500
177000,205000
177500,205500
178000,206000
178500,206500
179000,207000
179000,207500
179500,208000
180000,208000
